date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:48:42	28255/28255	---M-Z	200	added ('OK')	text/html	etag:W/%22cdf03e63cfe9ad8bd8345fde01a92013%22	https://debatecompetitivo.herokuapp.com/torneio_uc_2022/	/home/tttardigrade/websites/uc22/debatecompetitivo.herokuapp.com/torneio_uc_2022/index.html	(from )
08:48:42	3417/3417	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%223425718476744f280b781a0e68103515%22	https://debatecompetitivo.herokuapp.com/robots.txt		(from )
08:48:42	9998/9998	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%223425718476744f280b781a0e68103515%22	https://debatecompetitivo.herokuapp.com/torneio_uc_2022/POST	/home/tttardigrade/websites/uc22/debatecompetitivo.herokuapp.com/torneio_uc_2022/POST	(from https://debatecompetitivo.herokuapp.com/torneio_uc_2022/)
08:49:43	36178/36178	---M-Z	200	added ('OK')	text/html	etag:W/%222bfbf22e308e0e8c7e18ee6b64d4057d%22	https://debatecompetitivo.herokuapp.com/torneio_uc_2022/tab/speaker/	/home/tttardigrade/websites/uc22/debatecompetitivo.herokuapp.com/torneio_uc_2022/tab/speaker/index.html	(from https://debatecompetitivo.herokuapp.com/torneio_uc_2022/)
08:49:43	40783/40783	---M-Z	200	added ('OK')	text/html	etag:W/%229bf3e1cbd681129360705762c159de60%22	https://debatecompetitivo.herokuapp.com/torneio_uc_2022/tab/team/	/home/tttardigrade/websites/uc22/debatecompetitivo.herokuapp.com/torneio_uc_2022/tab/team/index.html	(from https://debatecompetitivo.herokuapp.com/torneio_uc_2022/)
08:49:44	64383/64383	---M-Z	200	added ('OK')	text/html	etag:W/%2280abc371733f15c52af165c8b90a9c43%22	https://debatecompetitivo.herokuapp.com/torneio_uc_2022/motions/statistics/	/home/tttardigrade/websites/uc22/debatecompetitivo.herokuapp.com/torneio_uc_2022/motions/statistics/index.html	(from https://debatecompetitivo.herokuapp.com/torneio_uc_2022/)
08:49:44	35423/35423	---M-Z	200	added ('OK')	text/html	etag:W/%22aa494827a7cd9e6748250cd0d637392b%22	https://debatecompetitivo.herokuapp.com/torneio_uc_2022/results/round/1/	/home/tttardigrade/websites/uc22/debatecompetitivo.herokuapp.com/torneio_uc_2022/results/round/1/index.html	(from https://debatecompetitivo.herokuapp.com/torneio_uc_2022/)
08:49:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Feb%202025%2008:49:45%20GMT	https://debatecompetitivo.herokuapp.com/torneio_uc_2022/tab/team/POST	/home/tttardigrade/websites/uc22/debatecompetitivo.herokuapp.com/torneio_uc_2022/tab/team/POST.1.delayed	(from https://debatecompetitivo.herokuapp.com/torneio_uc_2022/tab/team/)
08:49:58	34419/34419	---M-Z	200	added ('OK')	text/html	etag:W/%22394ef1071f0cf3ccbd6fc0fda226eb4d%22	https://debatecompetitivo.herokuapp.com/torneio_uc_2022/results/round/2/	/home/tttardigrade/websites/uc22/debatecompetitivo.herokuapp.com/torneio_uc_2022/results/round/2/index.html	(from https://debatecompetitivo.herokuapp.com/torneio_uc_2022/)
08:49:58	35423/35423	---M-Z	200	added ('OK')	text/html	etag:W/%22232bc5aeda7e49700f4633e3ae5324f2%22	https://debatecompetitivo.herokuapp.com/torneio_uc_2022/results/round/3/	/home/tttardigrade/websites/uc22/debatecompetitivo.herokuapp.com/torneio_uc_2022/results/round/3/index.html	(from https://debatecompetitivo.herokuapp.com/torneio_uc_2022/)
08:50:46	33347/33347	---M-Z	200	added ('OK')	text/html	etag:W/%22e7d0cc777832f05622a9df16994ba51c%22	https://debatecompetitivo.herokuapp.com/torneio_uc_2022/results/round/4/	/home/tttardigrade/websites/uc22/debatecompetitivo.herokuapp.com/torneio_uc_2022/results/round/4/index.html	(from https://debatecompetitivo.herokuapp.com/torneio_uc_2022/)
08:50:46	27763/27763	---M-Z	200	added ('OK')	text/html	etag:W/%2243488f56a175edb89802b7d74de72e28%22	https://debatecompetitivo.herokuapp.com/torneio_uc_2022/tab/diversity/	/home/tttardigrade/websites/uc22/debatecompetitivo.herokuapp.com/torneio_uc_2022/tab/diversity/index.html	(from https://debatecompetitivo.herokuapp.com/torneio_uc_2022/)
