date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:28:54	3417/3417	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220000e4526db897bc51977f40647344cd%22	https://debatecompetitivo.herokuapp.com/robots.txt		(from )
09:28:55	28767/28767	---M-Z	200	added ('OK')	text/html	etag:W/%22217f1447a16b2095b35e1f2359d825aa%22	https://debatecompetitivo.herokuapp.com/idc2024/	/home/tttardigrade/websites/idc24/debatecompetitivo.herokuapp.com/idc2024/index.html	(from )
09:28:55	9998/9998	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220000e4526db897bc51977f40647344cd%22	https://debatecompetitivo.herokuapp.com/idc2024/POST	/home/tttardigrade/websites/idc24/debatecompetitivo.herokuapp.com/idc2024/POST	(from https://debatecompetitivo.herokuapp.com/idc2024/)
09:29:56	65330/65330	---M-Z	200	added ('OK')	text/html	etag:W/%227f0bde05e7e16a1e562b9a6bf7a45010%22	https://debatecompetitivo.herokuapp.com/idc2024/tab/team/	/home/tttardigrade/websites/idc24/debatecompetitivo.herokuapp.com/idc2024/tab/team/index.html	(from https://debatecompetitivo.herokuapp.com/idc2024/)
09:29:56	46307/46307	---M-Z	200	added ('OK')	text/html	etag:W/%22e4db953f577716aec9fb9ffd8ff4c5b9%22	https://debatecompetitivo.herokuapp.com/idc2024/tab/speaker/	/home/tttardigrade/websites/idc24/debatecompetitivo.herokuapp.com/idc2024/tab/speaker/index.html	(from https://debatecompetitivo.herokuapp.com/idc2024/)
09:29:57	78064/78064	---M-Z	200	added ('OK')	text/html	etag:W/%225504d60dc656c753ff4b17a0017bced8%22	https://debatecompetitivo.herokuapp.com/idc2024/motions/statistics/	/home/tttardigrade/websites/idc24/debatecompetitivo.herokuapp.com/idc2024/motions/statistics/index.html	(from https://debatecompetitivo.herokuapp.com/idc2024/)
09:29:57	42142/42142	---M-Z	200	added ('OK')	text/html	etag:W/%220e30d34c23074f527ed1256d41c947c5%22	https://debatecompetitivo.herokuapp.com/idc2024/results/round/1/	/home/tttardigrade/websites/idc24/debatecompetitivo.herokuapp.com/idc2024/results/round/1/index.html	(from https://debatecompetitivo.herokuapp.com/idc2024/)
09:29:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Feb%202025%2009:29:57%20GMT	https://debatecompetitivo.herokuapp.com/idc2024/tab/team/POST	/home/tttardigrade/websites/idc24/debatecompetitivo.herokuapp.com/idc2024/tab/team/POST.1.delayed	(from https://debatecompetitivo.herokuapp.com/idc2024/tab/team/)
09:30:11	42214/42214	---M-Z	200	added ('OK')	text/html	etag:W/%22847521d3d44bb73c1dbb84aa2410ce03%22	https://debatecompetitivo.herokuapp.com/idc2024/results/round/2/	/home/tttardigrade/websites/idc24/debatecompetitivo.herokuapp.com/idc2024/results/round/2/index.html	(from https://debatecompetitivo.herokuapp.com/idc2024/)
09:30:11	41370/41370	---M-Z	200	added ('OK')	text/html	etag:W/%225b6344b91e2e0d9d4669747cbdb84f00%22	https://debatecompetitivo.herokuapp.com/idc2024/results/round/3/	/home/tttardigrade/websites/idc24/debatecompetitivo.herokuapp.com/idc2024/results/round/3/index.html	(from https://debatecompetitivo.herokuapp.com/idc2024/)
09:30:58	42086/42086	---M-Z	200	added ('OK')	text/html	etag:W/%2273226dd11ed4fbd7d808e14db00dcef3%22	https://debatecompetitivo.herokuapp.com/idc2024/results/round/4/	/home/tttardigrade/websites/idc24/debatecompetitivo.herokuapp.com/idc2024/results/round/4/index.html	(from https://debatecompetitivo.herokuapp.com/idc2024/)
09:30:58	43598/43598	---M-Z	200	added ('OK')	text/html	etag:W/%220d5ddaeda40c5b15eb57f2eb333b6054%22	https://debatecompetitivo.herokuapp.com/idc2024/results/round/5/	/home/tttardigrade/websites/idc24/debatecompetitivo.herokuapp.com/idc2024/results/round/5/index.html	(from https://debatecompetitivo.herokuapp.com/idc2024/)
09:30:58	31603/31603	---M-Z	200	added ('OK')	text/html	etag:W/%2209eb143bd74842f63e23b94533aa2e24%22	https://debatecompetitivo.herokuapp.com/idc2024/results/round/6/	/home/tttardigrade/websites/idc24/debatecompetitivo.herokuapp.com/idc2024/results/round/6/index.html	(from https://debatecompetitivo.herokuapp.com/idc2024/)
09:30:58	27070/27070	---M-Z	200	added ('OK')	text/html	etag:W/%22f266f537e2a16c249c9293ebb2d9be22%22	https://debatecompetitivo.herokuapp.com/idc2024/break/teams/open/	/home/tttardigrade/websites/idc24/debatecompetitivo.herokuapp.com/idc2024/break/teams/open/index.html	(from https://debatecompetitivo.herokuapp.com/idc2024/)
09:30:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Feb%202025%2009:30:58%20GMT	https://debatecompetitivo.herokuapp.com/idc2024/tab/speaker/POST	/home/tttardigrade/websites/idc24/debatecompetitivo.herokuapp.com/idc2024/tab/speaker/POST.2.delayed	(from https://debatecompetitivo.herokuapp.com/idc2024/tab/speaker/)
09:31:59	37396/37396	---M-Z	200	added ('OK')	text/html	etag:W/%228ad98d1713ee37fd8c5ce792c506aaca%22	https://debatecompetitivo.herokuapp.com/idc2024/participants/list/	/home/tttardigrade/websites/idc24/debatecompetitivo.herokuapp.com/idc2024/participants/list/index.html	(from https://debatecompetitivo.herokuapp.com/idc2024/)
09:31:59	27546/27546	---M-Z	200	added ('OK')	text/html	etag:W/%22123ab17c02db5700552b6ef0e899e86b%22	https://debatecompetitivo.herokuapp.com/idc2024/results/	/home/tttardigrade/websites/idc24/debatecompetitivo.herokuapp.com/idc2024/results/index.html	(from https://debatecompetitivo.herokuapp.com/idc2024/)
09:31:59	25801/25801	---M-Z	200	added ('OK')	text/html	etag:W/%22ed2b77e9f4f76a7e6f53db9ff8bde646%22	https://debatecompetitivo.herokuapp.com/idc2024/donations/	/home/tttardigrade/websites/idc24/debatecompetitivo.herokuapp.com/idc2024/donations/index.html	(from https://debatecompetitivo.herokuapp.com/idc2024/)
09:31:59	24686/24686	---M-Z	403	error ('Forbidden')	text/html	etag:W/%2223bf80d26ac7536083d324f161e26476%22	https://debatecompetitivo.herokuapp.com/idc2024/tab/team/POST/	/home/tttardigrade/websites/idc24/debatecompetitivo.herokuapp.com/idc2024/tab/team/POST/index.html	(from https://debatecompetitivo.herokuapp.com/idc2024/tab/team/)
09:32:00	9998/9998	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22466d1d627d1f331d1ca63954202f86c3%22	https://debatecompetitivo.herokuapp.com/idc2024/motions/statistics/POST	/home/tttardigrade/websites/idc24/debatecompetitivo.herokuapp.com/idc2024/motions/statistics/POST.3.delayed	(from https://debatecompetitivo.herokuapp.com/idc2024/motions/statistics/)
09:32:01	24686/24686	---M-Z	403	error ('Forbidden')	text/html	etag:W/%2223bf80d26ac7536083d324f161e26476%22	https://debatecompetitivo.herokuapp.com/idc2024/tab/speaker/POST/	/home/tttardigrade/websites/idc24/debatecompetitivo.herokuapp.com/idc2024/tab/speaker/POST/index.html	(from https://debatecompetitivo.herokuapp.com/idc2024/tab/speaker/)
09:32:01	9998/9998	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22466d1d627d1f331d1ca63954202f86c3%22	https://debatecompetitivo.herokuapp.com/idc2024/results/round/1/POST	/home/tttardigrade/websites/idc24/debatecompetitivo.herokuapp.com/idc2024/results/round/1/POST	(from https://debatecompetitivo.herokuapp.com/idc2024/results/round/1/)
