date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:50:29	3417/3417	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%223425718476744f280b781a0e68103515%22	https://debatecompetitivo.herokuapp.com/robots.txt		(from )
08:50:30	29587/29587	---M-Z	200	added ('OK')	text/html	etag:W/%22391357c9e4dc989b5b15649f3c3e22fd%22	https://debatecompetitivo.herokuapp.com/distrital_porto_2022/	/home/tttardigrade/websites/distrital22/debatecompetitivo.herokuapp.com/distrital_porto_2022/index.html	(from )
08:50:30	9998/9998	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%223425718476744f280b781a0e68103515%22	https://debatecompetitivo.herokuapp.com/distrital_porto_2022/POST	/home/tttardigrade/websites/distrital22/debatecompetitivo.herokuapp.com/distrital_porto_2022/POST	(from https://debatecompetitivo.herokuapp.com/distrital_porto_2022/)
08:51:31	50575/50575	---M-Z	200	added ('OK')	text/html	etag:W/%22f9345e060839f8ae9730dadfb4fb1c17%22	https://debatecompetitivo.herokuapp.com/distrital_porto_2022/tab/team/	/home/tttardigrade/websites/distrital22/debatecompetitivo.herokuapp.com/distrital_porto_2022/tab/team/index.html	(from https://debatecompetitivo.herokuapp.com/distrital_porto_2022/)
08:51:31	38473/38473	---M-Z	200	added ('OK')	text/html	etag:W/%2295f7f0abf3fe4aaba079d9ebde48fbc9%22	https://debatecompetitivo.herokuapp.com/distrital_porto_2022/tab/speaker/	/home/tttardigrade/websites/distrital22/debatecompetitivo.herokuapp.com/distrital_porto_2022/tab/speaker/index.html	(from https://debatecompetitivo.herokuapp.com/distrital_porto_2022/)
08:51:32	75241/75241	---M-Z	200	added ('OK')	text/html	etag:W/%22fa81b8791f0cb16a7250282b5fdd35ee%22	https://debatecompetitivo.herokuapp.com/distrital_porto_2022/motions/statistics/	/home/tttardigrade/websites/distrital22/debatecompetitivo.herokuapp.com/distrital_porto_2022/motions/statistics/index.html	(from https://debatecompetitivo.herokuapp.com/distrital_porto_2022/)
08:51:32	38381/38381	---M-Z	200	added ('OK')	text/html	etag:W/%224754a9b006f4d018b60f00239c838f7d%22	https://debatecompetitivo.herokuapp.com/distrital_porto_2022/results/round/1/	/home/tttardigrade/websites/distrital22/debatecompetitivo.herokuapp.com/distrital_porto_2022/results/round/1/index.html	(from https://debatecompetitivo.herokuapp.com/distrital_porto_2022/)
08:51:33	39405/39405	---M-Z	200	added ('OK')	text/html	etag:W/%22a3cdf67cb9d540615fa025b5e227edd2%22	https://debatecompetitivo.herokuapp.com/distrital_porto_2022/results/round/2/	/home/tttardigrade/websites/distrital22/debatecompetitivo.herokuapp.com/distrital_porto_2022/results/round/2/index.html	(from https://debatecompetitivo.herokuapp.com/distrital_porto_2022/)
08:51:33	38365/38365	---M-Z	200	added ('OK')	text/html	etag:W/%22ddb12e7f4df47d12cadf83d68f974c51%22	https://debatecompetitivo.herokuapp.com/distrital_porto_2022/results/round/3/	/home/tttardigrade/websites/distrital22/debatecompetitivo.herokuapp.com/distrital_porto_2022/results/round/3/index.html	(from https://debatecompetitivo.herokuapp.com/distrital_porto_2022/)
08:51:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Feb%202025%2008:51:33%20GMT	https://debatecompetitivo.herokuapp.com/distrital_porto_2022/tab/team/POST	/home/tttardigrade/websites/distrital22/debatecompetitivo.herokuapp.com/distrital_porto_2022/tab/team/POST.1.delayed	(from https://debatecompetitivo.herokuapp.com/distrital_porto_2022/tab/team/)
08:52:34	38349/38349	---M-Z	200	added ('OK')	text/html	etag:W/%2214d987047b06ffdb51f69c7aabb19aa9%22	https://debatecompetitivo.herokuapp.com/distrital_porto_2022/results/round/4/	/home/tttardigrade/websites/distrital22/debatecompetitivo.herokuapp.com/distrital_porto_2022/results/round/4/index.html	(from https://debatecompetitivo.herokuapp.com/distrital_porto_2022/)
08:52:35	28216/28216	---M-Z	200	added ('OK')	text/html	etag:W/%2275707f9edacc064df44d4d10e59e4f1c%22	https://debatecompetitivo.herokuapp.com/distrital_porto_2022/break/teams/open/	/home/tttardigrade/websites/distrital22/debatecompetitivo.herokuapp.com/distrital_porto_2022/break/teams/open/index.html	(from https://debatecompetitivo.herokuapp.com/distrital_porto_2022/)
08:52:36	33467/33467	---M-Z	200	added ('OK')	text/html	etag:W/%22a383b7b0041172c61d2dbc232a1c2d3a%22	https://debatecompetitivo.herokuapp.com/distrital_porto_2022/results/round/6/	/home/tttardigrade/websites/distrital22/debatecompetitivo.herokuapp.com/distrital_porto_2022/results/round/6/index.html	(from https://debatecompetitivo.herokuapp.com/distrital_porto_2022/)
08:52:36	38349/38349	---M-Z	200	added ('OK')	text/html	etag:W/%22cd863b0d58ec48e88e98eab29aab6528%22	https://debatecompetitivo.herokuapp.com/distrital_porto_2022/results/round/5/	/home/tttardigrade/websites/distrital22/debatecompetitivo.herokuapp.com/distrital_porto_2022/results/round/5/index.html	(from https://debatecompetitivo.herokuapp.com/distrital_porto_2022/)
08:52:36	26661/26661	---M-Z	200	added ('OK')	text/html	etag:W/%225a376d99d91efbcd8b9632dd9320a73f%22	https://debatecompetitivo.herokuapp.com/distrital_porto_2022/break/adjudicators/	/home/tttardigrade/websites/distrital22/debatecompetitivo.herokuapp.com/distrital_porto_2022/break/adjudicators/index.html	(from https://debatecompetitivo.herokuapp.com/distrital_porto_2022/)
08:52:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Feb%202025%2008:52:36%20GMT	https://debatecompetitivo.herokuapp.com/distrital_porto_2022/tab/speaker/POST	/home/tttardigrade/websites/distrital22/debatecompetitivo.herokuapp.com/distrital_porto_2022/tab/speaker/POST.2.delayed	(from https://debatecompetitivo.herokuapp.com/distrital_porto_2022/tab/speaker/)
08:53:37	29583/29583	---M-Z	200	added ('OK')	text/html	etag:W/%2224e2477d50c1770d08ee89814ee30dfb%22	https://debatecompetitivo.herokuapp.com/distrital_porto_2022/motions/	/home/tttardigrade/websites/distrital22/debatecompetitivo.herokuapp.com/distrital_porto_2022/motions/index.html	(from https://debatecompetitivo.herokuapp.com/distrital_porto_2022/)
